algorithm,kappa,n_train_seeds,throughput_mean,throughput_std,fairness_mean,fairness_std,on_ratio_mean,on_ratio_std,handover_ratio_mean,handover_ratio_std,served_ratio_mean,served_ratio_std,outage_ratio_mean,outage_ratio_std,reward_mean,reward_std,pf_utility_mean,pf_utility_std,avg_energy_cost_mean,avg_energy_cost_std,performance_metric_mean,performance_metric_std
HAPPO,0.03,3,6.036955510470135,0.24493607962732797,0.9246436715126037,0.00657999615210347,0.5999088888888888,0.00012885056901622207,0.015798666666666666,0.0009919332414812783,0.08998633547373115,1.9327660012111916e-05,0.9100136645262689,1.932766001212173e-05,105.65545059057469,5.110230078623839,-24.099970691216225,0.8067087508761323,0.1799726666666667,3.8655170704864e-05,-24.099970691216225,0.8067087508761323
MAPPO,0.03,3,5.532584816736835,0.1317746298117164,0.9304098844528198,0.014821248002100487,0.6,0.0,0.020513,0.0015171646801407773,0.09000000225879252,6.855946379153364e-11,0.9099999977412075,6.855951753179529e-11,98.05240816928072,3.890776091826274,-25.83832719330422,0.4587657775638304,0.18000000000000005,1.6024689053196365e-17,-25.83832719330422,0.4587657775638304
