variant,kappa,train_seed,episode,global_step,episode_reward_mean,on_ratio_mean,handover_ratio_mean,C_E_max,C_H_max,mu_E_mean_post_update,mu_H_mean_post_update,critic_loss_mean,actor_ue_loss_mean,actor_bs_loss_mean
pf,0.015,2,1,10000,1241.3149035266551,0.7810333333333334,0.06814,0.02012000046670437,0.06300000101327896,0.16526006162166595,0.004860124806873501,0.04229306924821397,-0.00403184637750051,-0.21467989732075152
pf,0.015,2,2,20000,1560.1788977456417,0.8281999999999999,0.073595,0.02484999969601631,0.06639999896287918,0.37357720732688904,0.010218220809474588,0.5031601241457505,-0.003663434548070654,-0.1614215141515943
pf,0.015,2,3,30000,383.42544749240534,0.8923666666666666,0.08499499999999999,0.02961999922990799,0.0843999981880188,0.6404702266057333,0.016616989439353348,0.0506422554123042,-0.0030255747301050143,-0.1455152767306618
pf,0.015,2,4,40000,2110.1597158156833,0.8276,0.07171999999999999,0.023830000311136246,0.06780000030994415,0.8482396602630615,0.02180392211303115,1.3835017963111198,-0.002566431389747282,-0.12901141439988925
pf,0.015,2,5,50000,2070.870779892753,0.8015333333333334,0.07118499999999998,0.02181999944150448,0.0632999986410141,1.0322135885556538,0.02694201609119773,1.3826228558002431,-0.0026282615931645698,-0.11824255880510694
pf,0.015,2,6,60000,1792.0031040524445,0.7332666666666667,0.06397,0.014530000276863575,0.059300001710653305,1.153868834177653,0.03142147390171886,0.8958525765011804,-0.0025782176899455515,-0.12139032354218815
pf,0.015,2,7,70000,3355.632662698609,0.7168666666666667,0.06296,0.012360000051558018,0.05550000071525574,1.2605530818303425,0.03580873142927885,2.633827937271222,-0.0020547260898695907,-0.10124824678708057
pf,0.015,2,8,80000,1684.4010781448019,0.6905,0.061520000000000005,0.010579999536275864,0.05090000107884407,1.3431678613026936,0.040064535662531854,0.4937310834790448,-0.002076165588451785,-0.10967235043762794
pf,0.015,2,9,90000,2792.798969635614,0.8604333333333333,0.07005999999999998,0.026480000466108322,0.0632999986410141,1.5809098879496257,0.04509993195533753,1.299959542602693,-0.0018202445436640393,-0.09573012892277676
pf,0.015,2,10,100000,1995.145913072462,0.7945333333333333,0.06457500000000001,0.01996999979019165,0.05909999832510948,1.758493701616923,0.04963461812585592,0.6812986955315169,-0.0018148887738558943,-0.10492497382838797
pf,0.015,2,11,110000,2021.565330891677,0.8335666666666667,0.07468,0.02411000058054924,0.06790000200271606,1.971709966659546,0.055091760493814944,0.8966171285213499,-0.0016513235404309403,-0.08531699513668736
pf,0.015,2,12,120000,2881.566929107692,0.8736,0.069445,0.02806999906897545,0.06270000338554382,2.2214714686075845,0.06007101461291313,1.6008941535001484,-0.0021205979289599,-0.07774440657245761
pf,0.015,2,13,130000,1417.8707934747738,0.7180333333333334,0.06083999999999999,0.013000000268220901,0.05270000174641609,2.3292206128438315,0.06426474396139384,0.3486622082756152,-0.0018739154603615216,-0.09442004575092004
pf,0.015,2,14,140000,4099.944353500148,0.7730666666666667,0.066195,0.01752999983727932,0.06270000338554382,2.487208048502604,0.06894731558859349,2.812098469669169,-0.001303331602233627,-0.09289229504655033
pf,0.015,2,15,150000,2073.691539147602,0.8183666666666666,0.072215,0.022439999505877495,0.06629999727010727,2.6865487098693848,0.07417943589389324,0.6772843354950111,-0.001893138786213461,-0.08444340540688555
pf,0.015,2,16,160000,4734.769898391313,0.8785999999999999,0.07458000000000001,0.02834000065922737,0.06729999929666519,2.9408745765686035,0.07962744906544686,3.052160472290093,-0.0014620095265209909,-0.07211719615063689
pf,0.015,2,17,170000,1930.1860331839184,0.8889666666666667,0.077875,0.029190000146627426,0.07419999688863754,3.2046638329823813,0.08537625446915627,0.23866092969290484,-0.002033851089772379,-0.10564356034988526
pf,0.015,2,18,180000,3796.376779797782,0.9243666666666668,0.07703999999999998,0.03313000127673149,0.08030000329017639,3.5007687409718833,0.0910488337278366,0.9123192609794232,-0.0022937626191090695,-0.1264942411695831
pf,0.015,2,19,190000,1863.1617699626233,0.9076333333333334,0.08362499999999999,0.03172000125050545,0.07609999924898148,3.7815983295440674,0.09732253961265087,0.12009491085779975,-0.0019252845202941049,-0.12466927112781596
pf,0.015,2,20,200000,5400.2265612548645,0.8726666666666668,0.079455,0.027890000492334366,0.07339999824762344,4.030507644017537,0.10321557708084583,2.1022704321527206,-0.0015915230759110043,-0.10876727534260577
pf,0.015,2,21,210000,1095.0885348306006,0.7615,0.067205,0.016990000382065773,0.06159999966621399,4.177936395009358,0.1079903494566679,0.12154616257520134,-0.0021519985012385897,-0.10605614305963103
pf,0.015,2,22,220000,2728.5975568884996,0.8420333333333333,0.07323,0.02457999996840954,0.06750000268220901,4.398881594340007,0.11331512443721295,0.2679523052327723,-0.00164419342395319,-0.10916451462971848
pf,0.015,2,23,230000,2524.9447937581594,0.8605,0.07656,0.026559999212622643,0.0763000026345253,4.636684417724609,0.11894388720393181,0.12381072237200344,-0.0018448713558278033,-0.10881328658580992
pf,0.015,2,24,240000,1033.311265071926,0.9097,0.07893999999999998,0.031230000779032707,0.07569999992847443,4.919400533040364,0.12478991076350213,0.3280210068561589,-0.0020705690845416835,-0.10976131286183254
pf,0.015,2,25,250000,2692.641686771608,0.8238,0.07448,0.02246999926865101,0.06729999929666519,5.123701095581055,0.13022879846394061,0.777775453847771,-0.0016444123793640944,-0.09224992073759955
pf,0.015,2,26,260000,2507.523386165613,0.8393333333333333,0.073805,0.02434000000357628,0.0689999982714653,5.34218152364095,0.1356060653924942,0.16587144448608698,-0.0016743737603744045,-0.15912728523319775
pf,0.015,2,27,270000,1217.3108496176942,0.6651666666666666,0.06218,0.006709999870508909,0.05139999836683273,5.4016702969868975,0.1399221159517765,0.1299081854633582,-0.0015218540731761487,-0.08018594647940437
pf,0.015,2,28,280000,3108.6936977818964,0.7479666666666667,0.06758499999999999,0.01551000028848648,0.05950000137090683,5.536744594573975,0.1447315774857998,1.0676306891464487,-0.0015566288608883777,-0.07149559483587847
pf,0.015,2,29,290000,2154.0864699128606,0.8255,0.07348500000000002,0.023339999839663506,0.06499999761581421,5.7425971031188965,0.15007963329553603,0.12720984151673992,-0.0011453096224717158,-0.06572759071662668
pf,0.015,2,30,300000,1510.9370844107334,0.8198666666666666,0.07347000000000001,0.022609999403357506,0.06759999692440033,5.943307081858317,0.1554263174533844,0.04234495750213774,-0.0014231334201316643,-0.08343327013021216
