algorithm,kappa,n_train_seeds,throughput_mean,throughput_std,fairness_mean,fairness_std,on_ratio_mean,on_ratio_std,handover_ratio_mean,handover_ratio_std,request_dwell_time_mean,request_dwell_time_std,request_switch_ratio_mean,request_switch_ratio_std,conditional_handover_ratio_mean,conditional_handover_ratio_std,same_bs_retention_ratio_mean,same_bs_retention_ratio_std,service_dwell_events_mean,service_dwell_events_std,served_ratio_mean,served_ratio_std,outage_ratio_mean,outage_ratio_std,reward_mean,reward_std,pf_utility_mean,pf_utility_std,avg_energy_cost_mean,avg_energy_cost_std,performance_metric_mean,performance_metric_std
MAPPO,0.015,3,5.507152208672248,0.36178248460442286,0.8645235896110535,0.0439162526482891,0.6,0.0,0.013756333333333334,0.0007514986508452432,1.6694710290586705,0.015077043224422835,0.6021978864553122,0.0033407688123942747,0.15301816833518725,0.008359273090603385,0.8469818316648127,0.008359273090603355,6.576405917957782,0.4311397268796634,0.09000000235386192,1.3335184100502128e-10,0.9099999976461381,1.3335178297860736e-10,91.58139734281497,9.945544135197627,-25.983502355194634,1.300710987461094,0.18000000000000005,2.2662332591841973e-17,-25.983502355194634,1.300710987461094
