variant,kappa,train_seed,episode,global_step,episode_reward_mean,on_ratio_mean,handover_ratio_mean,C_E_max,C_H_max,mu_E_mean_post_update,mu_H_mean_post_update,critic_loss_mean,actor_ue_loss_mean,actor_bs_loss_mean
jensen,0.03,1,1,10000,-239.25966881514705,0.9468,0.06971,0.035429999232292175,0.04619999974966049,0.00316583636837701,0.0036341391736641527,0.2662632752059916,-0.003565884358618008,-0.19266725222497613
jensen,0.03,1,2,20000,-235.48192523984355,0.9942333333333334,0.049795,0.039570000022649765,0.027899999171495438,0.006764677974085013,0.005450295889750123,0.30856502147485176,-0.003925024105171095,-0.14794901848543743
jensen,0.03,1,3,30000,-234.59585139723833,0.9977333333333332,0.041104999999999996,0.03982999920845032,0.018799999728798866,0.010395469764868418,0.006473167822696269,0.45896107999584573,-0.0024784188304992415,-0.11653546032737469
jensen,0.03,1,4,40000,-233.6818780894496,0.9980333333333333,0.031105,0.03985000029206276,0.010300000198185444,0.01402900026490291,0.006583168753422797,0.6033877641774451,-0.0024900108354779173,-0.11090350177513342
jensen,0.03,1,5,50000,-233.32748153282054,0.9989666666666667,0.02581,0.03993000090122223,0.0019000000320374966,0.0176710511247317,0.00620980451349169,0.7391602369206701,-0.0024471367067580786,-0.10960162485083211
jensen,0.03,1,6,60000,-233.09456682743783,0.9986666666666667,0.021625,0.03993000090122223,-0.003800000064074993,0.021310362964868546,0.005454403860494494,0.8731061279393175,-0.0029838970134364847,-0.11361423871609606
jensen,0.03,1,7,70000,-233.01252822656417,0.9984666666666667,0.01953,0.0398700013756752,-0.005400000140070915,0.02494785003364086,0.004507756687235087,1.0066267696074473,-0.0023292614810744923,-0.09689293971028816
jensen,0.03,1,8,80000,-232.4704849416567,0.9994000000000001,0.013720000000000001,0.03999000042676926,-0.012400000356137753,0.028593855599562328,0.0030307314649689943,1.1258674814488978,-0.0020272644683188186,-0.1052446207341066
jensen,0.03,1,9,90000,-232.32168228058043,0.9988,0.012714999999999999,0.0399399995803833,-0.009399999864399433,0.03223438560962677,0.0014825023914454504,1.2348500680745151,-0.0023103078937414395,-0.09829774621249282
jensen,0.03,1,10,100000,-232.28153033075728,0.9991,0.012559999999999998,0.0399399995803833,-0.014399999752640724,0.035877653708060585,0.00030763750364712903,1.3622913969413817,-0.0021283973647941703,-0.09513864516357219
jensen,0.03,1,11,110000,-232.13263156583878,0.9993,0.010295000000000002,0.03999000042676926,-0.01720000058412552,0.03952274595697721,1.323662872891873e-05,1.4770602692354553,-0.0021076950312760075,-0.10366137074660274
jensen,0.03,1,12,120000,-232.09028644410205,0.9991333333333333,0.011115,0.03993000090122223,-0.014700000174343586,0.04316631952921549,0.0,1.5914849173078622,-0.002262302753191347,-0.10454036121527795
jensen,0.03,1,13,130000,-231.97034396046516,0.9995333333333334,0.009085,0.03996000066399574,-0.01720000058412552,0.04681354264418284,0.0,1.6904382984304955,-0.0013837780813757286,-0.09363903471414602
jensen,0.03,1,14,140000,-231.91637322168984,0.9996333333333333,0.009105,0.039980001747608185,-0.017799999564886093,0.05046167969703674,0.0,1.7788699303134763,-0.0023407951560272264,-0.10170277635658254
jensen,0.03,1,15,150000,-232.05043852659753,0.9988666666666667,0.00861,0.039980001747608185,-0.019099999219179153,0.05410281692941984,0.0,1.8765269268294935,-0.0018669293902348729,-0.10077818637106661
jensen,0.03,1,16,160000,-231.89179082016125,0.9993333333333334,0.00866,0.039980001747608185,-0.017899999395012856,0.057748215893904366,0.0,1.977780241144957,-0.0016100222122548973,-0.09522631325865094
jensen,0.03,1,17,170000,-232.14008840419078,0.9990333333333332,0.010205,0.03994999825954437,-0.016300000250339508,0.06139087304472923,0.0,2.0776005337229724,-0.0019089780637369595,-0.10071088813055201
jensen,0.03,1,18,180000,-231.81224242319624,0.9995666666666666,0.00867,0.03999000042676926,-0.018799999728798866,0.06503840039173762,0.0,2.165217864650087,-0.0024720027432718044,-0.10116277820625212
jensen,0.03,1,19,190000,-231.9626066212349,0.9994666666666667,0.007665,0.03999999910593033,-0.019500000402331352,0.06868501752614975,0.0,2.236392834077237,-0.0006853944817970543,-0.08168776449821064
jensen,0.03,1,20,200000,-232.0856745430897,0.9993666666666666,0.009365,0.03999000042676926,-0.017899999395012856,0.07233072072267532,0.0,2.317674679190152,-0.0015770105920902221,-0.09055110886825626
jensen,0.03,1,21,210000,-232.12968658401076,0.9992333333333333,0.011185,0.03994999825954437,-0.014100000262260437,0.07597520450750987,0.0,2.4017724385606742,-0.001764360268576708,-0.09285978093018307
jensen,0.03,1,22,220000,-232.44498404880832,0.9989666666666667,0.013295000000000001,0.03993000090122223,-0.012799999676644802,0.07961725443601608,0.0,2.4955816464004434,-0.00230391349236752,-0.09834848433847929
jensen,0.03,1,23,230000,-232.12498615147817,0.9992333333333333,0.011605,0.03996000066399574,-0.014399999752640724,0.08326174070437749,0.0,2.549818943492995,-0.001681341669231924,-0.08609017709349695
jensen,0.03,1,24,240000,-232.14845185446367,0.9994,0.01112,0.03996000066399574,-0.01590000092983246,0.08690774937470754,0.0,2.628422133282181,-0.0015536599015209922,-0.07966478783018369
jensen,0.03,1,25,250000,-232.33022161391955,0.9992666666666667,0.012320000000000001,0.039980001747608185,-0.012400000356137753,0.09055253614981969,0.0,2.7102182165193525,-0.0014329477358473864,-0.07791167403397421
jensen,0.03,1,26,260000,-232.43373255163453,0.9994999999999999,0.012620000000000001,0.039980001747608185,-0.012799999676644802,0.09419945379098256,0.0,2.7808564147203585,-0.0012798507282321778,-0.07802334163688665
jensen,0.03,1,27,270000,-232.57160163892374,0.9993,0.013885,0.039969999343156815,-0.00800000037997961,0.09784454852342606,0.0,2.847665384447029,-0.0017668899302695042,-0.08214555203006897
jensen,0.03,1,28,280000,-232.290797760989,0.9993666666666666,0.011165,0.039969999343156815,-0.013700000010430813,0.10149025171995163,0.0,2.913140325986919,-0.0009945799941432816,-0.08301625788046778
jensen,0.03,1,29,290000,-232.60450685004332,0.9994333333333333,0.016294999999999997,0.03999000042676926,-0.00839999970048666,0.10513656338055928,0.0,2.9735091880364086,-0.001913076085539511,-0.08372426174044656
jensen,0.03,1,30,300000,-232.8283459106949,0.9992333333333333,0.018090000000000002,0.03993000090122223,-0.00570000009611249,0.10878104716539383,0.0,3.0265479691709896,-0.0012843850700190596,-0.06449103015666545
