variant,kappa,train_seed,episode,mu_E_mean,mu_H_mean,C_E_max_raw,C_H_max_raw,C_E_running_signed,C_H_running_signed,dual_history_path
pf,0.015,0,1,0.2450449913740158,0.005317016690969467,0.027569999918341637,0.06830000132322311,0.027569999918341637,0.06830000132322311,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,2,0.46580760677655536,0.010396686894819141,0.025310000404715538,0.06669999659061432,0.026159999892115593,0.061899999156594276,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,3,0.7002328634262085,0.015208886098116636,0.026280000805854797,0.06549999862909317,0.0260066669434309,0.05856666713953018,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,4,0.9114407896995544,0.020202746521681546,0.02345000021159649,0.065700002014637,0.025367500260472298,0.059825001284480095,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,5,1.0731406609217327,0.025125403236597777,0.018570000305771828,0.06069999933242798,0.023762000352144243,0.0595600001513958,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,6,1.2533109585444133,0.030174492113292217,0.02070000022649765,0.06319999694824219,0.02313166701545318,0.058850000301996865,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,7,1.4567290147145588,0.03490590192377567,0.02263999916613102,0.061400000005960464,0.0230614287512643,0.05794285663536617,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,8,1.7426097393035889,0.04085234347730875,0.031939998269081116,0.07639999687671661,0.024055000161752105,0.05975000001490116,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,9,1.9128905932108562,0.04572022743523121,0.019430000334978104,0.05959999933838844,0.023541111292110548,0.05886666683687104,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,10,2.1945416927337646,0.05121662355959415,0.031199999153614044,0.07240000367164612,0.024258000217378138,0.05893000029027462,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,11,2.4771665732065835,0.057502652518451214,0.0320499986410141,0.08030000329017639,0.02488181773911823,0.059263636781410736,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,12,2.5715270042419434,0.061902690678834915,0.010889999568462372,0.05640000104904175,0.02362333346779148,0.0582416666050752,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,13,2.7102832794189453,0.06608455255627632,0.01576000079512596,0.054499998688697815,0.023018461723740283,0.0574769231562431,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,14,2.9448607762654624,0.07079679295420646,0.02677999995648861,0.06509999930858612,0.02318214305809566,0.05719285724418504,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
pf,0.015,0,15,3.2365230719248452,0.07659352160990238,0.03237000107765198,0.07320000231266022,0.02379466692606608,0.05767999986807505,/home/wjddustj/LyMARL_extended/results/pf_convergence/kappa_0.015/train_seed_0/dual_history.npz
