variant,kappa,episode,mu_E_mean_mean,mu_E_mean_std,mu_H_mean_mean,mu_H_mean_std,C_E_max_raw_mean,C_E_max_raw_std,C_H_max_raw_mean,C_H_max_raw_std,C_E_running_signed_mean,C_E_running_signed_std,C_H_running_signed_mean,C_H_running_signed_std
jensen,0.015,1,0.24950791067547265,0.0616862157231066,0.004891771012141059,0.00022913346506885405,0.02805999976893266,0.006405598489570401,0.06426666801174481,0.002750151489918689,0.02805999976893266,0.006405598489570401,0.06426666801174481,0.002750151489918689
jensen,0.015,2,0.5940355526076423,0.07193670036382868,0.007639968969548741,0.0005319698639358473,0.038383333633343376,0.0008250067774990897,0.03903333346048991,0.009385271819690871,0.03322166670113802,0.0035469720096188424,0.046850000197688736,0.002814693390268769
jensen,0.015,3,0.9543254176775614,0.0734485937270076,0.009624854661524294,0.0014528580175408891,0.03962999954819679,9.998679161071777e-06,0.027899999792377155,0.013218168278512922,0.035236666806870036,0.002498068496008614,0.03904444455272622,0.0056317876650754
jensen,0.015,4,1.3167554802364771,0.07377206183463968,0.011037066020071507,0.0011669032974260763,0.0397666667898496,0.0001101517423998218,0.02106666627029578,0.004660829878086866,0.03636333361888925,0.0018925089436705842,0.03355000043908755,0.003016206332484017
jensen,0.015,5,1.6805142296685112,0.07396945904746852,0.012087780501072605,0.0007733047230834932,0.03988000005483627,2.6457538595880868e-05,0.0168999998519818,0.004968903255558312,0.037062666937708856,0.0015111324491754927,0.029066667022804415,0.001672642700427896
jensen,0.015,6,2.0443643066618176,0.0737010175898066,0.012659846184154352,0.0006018860483599762,0.0399399995803833,2.6457538595880868e-05,0.010799999969700972,0.0010583006626941303,0.037520000193681985,0.0012402049508745156,0.02538888909233113,0.0014698200990627937
jensen,0.015,7,2.4084882471296525,0.07366119857562001,0.013171510320777695,0.0009058336425201019,0.03992666552464167,3.214550588119179e-05,0.011299999741216501,0.0032186955335323482,0.03785761915856884,0.0010572601979467482,0.02261428590420456,0.0016472614175367711
jensen,0.015,8,2.7727947500016956,0.0739147389868055,0.013481430041914183,0.0009282742149336258,0.03994666660825411,2.0815998289086724e-05,0.008099999899665514,0.0001732053242271485,0.03811541673106452,0.000922347900439066,0.020412500060047023,0.0014335817318295793
jensen,0.015,9,3.136857801013523,0.07412054671346179,0.014123634807765484,0.000908774870520379,0.03992333387335142,4.725756360314685e-05,0.013666666733721891,0.002830783193605528,0.03831259264714188,0.0008195951355148385,0.018825926141020046,0.0013425759274514426
jensen,0.015,10,3.501144011815389,0.07404871060178334,0.01438943233030538,0.0006335359774951244,0.03996000066399574,2.6457538595880868e-05,0.007533333574732144,0.0019139837354426505,0.03847433334837357,0.0007360668701834086,0.01741666673333384,0.0008358430284632047
jensen,0.015,11,3.8656432363722057,0.0738733321807969,0.014259652514010667,0.0008533190841498881,0.03997999926408132,2.645824259396174e-05,0.002033333391106377,0.002203028290085231,0.03860727274282412,0.0006669079742309846,0.01582727279111912,0.0008210556909844946
jensen,0.015,12,4.229949739244248,0.07388117604835195,0.014096704979116718,0.0008248319519846535,0.03997000058492025,1.0000541864041991e-05,0.0019000000320374966,0.00010000006295740604,0.03871333345563876,0.0006082883533536283,0.014555555614707472,0.0006519381135927818
jensen,0.015,13,4.594306945800781,0.07397491084490351,0.014139457823087773,0.0010374118130246981,0.03993666544556618,2.3093111218098594e-05,0.005133333499543369,0.0034004903781780023,0.0388051282423429,0.0005608871479725649,0.013730769297884157,0.0010190784868840108
jensen,0.015,14,4.958775732252334,0.07419604603085003,0.014391105979060133,0.0013472767418891208,0.039950000743071236,2.645824259396174e-05,0.01056666656707724,0.005316326931320393,0.03888595241698481,0.0005239750695815316,0.01285714291277275,0.0011318218273179395
jensen,0.015,15,5.323061890072292,0.07387946662375519,0.01436417625906567,0.0012851012294970178,0.03995666652917862,1.5275267030426734e-05,0.0043333331899096566,0.002454247928125031,0.038956888889273004,0.0004889648319648261,0.011933333384675076,0.0008974285234270463
jensen,0.015,16,5.68741914961073,0.07400153835539257,0.01418114557551841,0.0013517058021498096,0.039940000822146736,3.605643305635495e-05,0.001333333309351777,0.002052640539993915,0.039017708390019834,0.00045957259545413494,0.011085416712376173,0.0009042939582555293
jensen,0.015,17,6.051887936062283,0.07401053491185383,0.01412089611403644,0.0016139913634987079,0.03997000058492025,1.0000541864041991e-05,0.0031666666424522796,0.005100326737007657,0.039072549116669915,0.0004326928799831522,0.010405882400364668,0.000991608481538746
jensen,0.015,18,6.416316191355388,0.07412267828940212,0.014261478294307989,0.0020836649003530766,0.03994666660825411,1.1547631007727611e-05,0.006766666638820122,0.005580621107860654,0.03911962970677349,0.0004086023135151926,0.009874074122139805,0.0012335377712607814
jensen,0.015,19,6.780592229631211,0.07438617346875105,0.014247785182669758,0.0020733891740013625,0.039966666450103126,5.772740105185492e-06,0.0044666666847964125,0.0012013881447405573,0.03916228075691483,0.00038558581297344814,0.009314035130828097,0.001087760404013827
jensen,0.015,20,7.145091533660889,0.07454649342236686,0.014081642652551333,0.0020574318930712014,0.03997000058492025,2.6458242593961737e-05,0.0012666667074275513,0.0008736895285307726,0.03920150011156996,0.0003660886265157662,0.008745000044776437,0.001187255315924368
jensen,0.015,21,7.509479098849827,0.07446473272592256,0.014462918431187669,0.002143632292172566,0.03994999950130781,4.58253945801151e-05,0.008799999952316284,0.0007937256290232199,0.0392349207152923,0.0003495568120644735,0.008461904807186256,0.0011452059969715737
jensen,0.015,22,7.873947938283284,0.07433318212429997,0.014726890251040459,0.002198850519890451,0.039956665287415184,1.1547631007727611e-05,0.0063666665616134805,0.0023072347714741025,0.0392657576241728,0.0003335356988615685,0.008183333365388646,0.0010615007776943741
jensen,0.015,23,8.238497840033636,0.07425055854515598,0.01441027627636989,0.002271222971531006,0.03997000058492025,1.732252191026973e-05,0.00110000007164975,0.004300000029616059,0.039294927529450775,0.00031891683483045073,0.007756521785716134,0.0010592379609077431
jensen,0.015,24,8.603139029608833,0.07432037245765291,0.01436174187498788,0.002307860906775006,0.03997000058492025,2.645824259396174e-05,0.0032666667054096856,0.0007023770165158893,0.03932305557342867,0.00030559401322217245,0.007447222216999055,0.0010627887090780374
jensen,0.015,25,8.96768887837728,0.07409445726244883,0.014761275006458165,0.0026096509109921084,0.039966666450103126,2.081748961796099e-05,0.010066666640341282,0.0040128960514183585,0.03934680002431074,0.00029225462107787255,0.007296000035421457,0.0010909299567219242
jensen,0.015,26,9.332451926337349,0.07405021045987233,0.014614911377429962,0.002477924939839356,0.03997333471973737,1.1547631007727611e-05,0.0017999999690800905,0.003292415584008032,0.03937089751259639,0.00028059926867040393,0.006993589736222743,0.0008428373862962988
jensen,0.015,27,9.697042465209961,0.07393094646631228,0.014522711389387646,0.002187352770353528,0.039969999343156815,0.0,0.0044666666847964125,0.006747098077660878,0.03939098770511739,0.0002683442373500571,0.006675308679494961,0.0006900859851034783
jensen,0.015,28,10.061673482259115,0.07385913902963909,0.014659185676525036,0.002233410814126084,0.03997666761279106,5.774890902542119e-06,0.005600000188375513,0.0037643061541549508,0.03941059527209117,0.0002602996107799721,0.0065523809905807,0.0006216372797112983
jensen,0.015,29,10.426466941833496,0.07392901841418059,0.014623735767478746,0.0020612848721085057,0.03997666761279106,5.774890902542119e-06,0.005500000125418107,0.003151190255065273,0.0394296552129518,0.00025160318561883257,0.0063367816452311624,0.0006464605979572875
jensen,0.015,30,10.791016790601942,0.07381188353967988,0.014870363054797053,0.002133540969819796,0.03995666652917862,1.5275267030426734e-05,0.007466666866093874,0.000472581728769496,0.03944688892612855,0.00024378640705774842,0.006191111148412649,0.0007248474362056035
