algorithm,kappa,train_seed,n_bs,n_users,n_eval_seeds,throughput,jfi,objective,on_ratio,ho_ratio,request_dwell,request_switch,conditional_ho,same_bs
LyMARL,0.015,0,5,20,5,8.516451975706726,0.8638121116903734,-17.354851582444546,0.5831280000000001,0.014833000000000002,1.4900920966168747,0.674907490749075,0.10183576871031026,0.8981642312896897
LyMARL,0.015,1,5,20,5,7.95522611944088,0.8675299637604109,-18.75534174602071,0.534188,0.014891999999999999,1.523125051594227,0.6603800380038003,0.11160887119060395,0.8883911288093961
LyMARL,0.015,2,5,20,5,8.263672944415312,0.8465212628185764,-17.960264700701803,0.5545039999999999,0.014844000000000001,1.577792734385731,0.637039703970397,0.10716545869507643,0.8928345413049236
LyMARL,0.02,0,5,20,5,8.291123606031997,0.9109194415155721,-17.75818503411491,0.5645800000000001,0.019587,1.3534480737313015,0.7404950495049506,0.1388871793433649,0.8611128206566352
LyMARL,0.02,1,5,20,5,8.190903778866094,0.9000510422941301,-18.01093346604484,0.549652,0.019775,1.3888991727508082,0.7221142114211421,0.14402113599780847,0.8559788640021916
LyMARL,0.02,2,5,20,5,8.337865336507246,0.9022044906354619,-17.67392923733859,0.560292,0.019747999999999998,1.356205520800151,0.7394529452945295,0.1410918616022298,0.8589081383977701
