algorithm,kappa,n_bs,n_users,n_train_seeds,throughput_mean,throughput_std,jfi_mean,jfi_std,objective_mean,objective_std,on_ratio_mean,on_ratio_std,ho_ratio_mean,ho_ratio_std,request_dwell_mean,request_dwell_std,request_switch_mean,request_switch_std,conditional_ho_mean,conditional_ho_std,same_bs_mean,same_bs_std
LyMARL,0.015,5,20,3,8.24511701318764,0.22949489082639382,0.8592877794231203,0.009153999696462033,-18.02348600972235,0.573492734626518,0.5572733333333334,0.02007540460917847,0.014856333333333334,2.561683474245305e-05,1.5303366275322776,0.03616495160509908,0.6574424109077575,0.015598387920880552,0.10687003286533021,0.0039953172872119165,0.8931299671346697,0.003995317287211888
LyMARL,0.02,5,20,3,8.273297573801779,0.06130660880570158,0.9043916581483881,0.004698815574614516,-17.81434924583278,0.1431986418694693,0.5581746666666667,0.006275540950565332,0.019703333333333333,8.299531445944519e-05,1.3661842557607535,0.016101272599459964,0.7340207354068742,0.008429926071777573,0.1413333923144677,0.0021028758952352194,0.8586666076855324,0.0021028758952352264
