variant,kappa,episode,mu_E_mean_mean,mu_E_mean_std,mu_H_mean_mean,mu_H_mean_std,C_E_max_raw_mean,C_E_max_raw_std,C_H_max_raw_mean,C_H_max_raw_std,C_E_running_signed_mean,C_E_running_signed_std,C_H_running_signed_mean,C_H_running_signed_std
pf,0.03,11,1.7802200317382812,0.0922436757981258,0.038882063763837016,0.001674318565623062,0.014723333530128002,0.005785346572586467,0.041099999099969864,0.004714870617591677,0.018268484904459027,0.0009854692139284079,0.041830303260322776,0.0010247084109060289
pf,0.03,12,1.9653502702713013,0.10701361850866556,0.042544806376099586,0.001975514931421769,0.021146666258573532,0.0021189694794411583,0.048566666742165886,0.004037737763640845,0.01843027780867285,0.0009703689674411272,0.04175000022061997,0.0009753558430472846
pf,0.03,13,2.1528742445839772,0.11876360797433033,0.04607259581486384,0.0024978756844156874,0.021320000290870667,0.0038552433216710886,0.0481333335240682,0.006511785341931967,0.01857256411741941,0.0011013738795106226,0.04145897452074748,0.0013701018633357344
pf,0.03,14,2.3207207520802817,0.10766708856485521,0.049569043392936385,0.0027069139540881683,0.018906667207678158,0.0014813621472989738,0.04759999985496203,0.0013527753816583226,0.018568095263271103,0.0009468673134871363,0.041338095219717146,0.0011679024615004622
pf,0.03,15,2.522029055489434,0.09485257329777375,0.05335274133831263,0.0029802861152182286,0.022770000000794727,0.004294554264830692,0.05009999995430311,0.004853864790271086,0.01882644444704056,0.0009186248667047887,0.04153555561270979,0.0012454776339951591
pf,0.03,16,2.702777544657389,0.10651351760852731,0.057108444285889466,0.002520930684843762,0.020676666715492804,0.011356101289641228,0.049300000071525574,0.009223882612926039,0.018872083310270682,0.0009706398436522054,0.04183958358286569,0.0011919706785015736
pf,0.03,17,2.8664755556318497,0.21749952823063978,0.06076540530969699,0.003104745986355217,0.01861666686212023,0.012250552660362107,0.04823333273331324,0.015364352679084923,0.01878215681177144,0.001632083646690343,0.04179019634337986,0.001800445256031294
pf,0.03,18,2.9790731271107993,0.3276270311152653,0.0641492661088705,0.003895866154266203,0.01313333323923871,0.011595621209721437,0.04823333335419496,0.01635797494725719,0.018466481431258012,0.0021620869821262776,0.04201296320254052,0.002589129303038096
pf,0.03,19,3.102990282906426,0.4262991566802302,0.06754879703124364,0.004928557630163551,0.014383333114286264,0.010970907994604756,0.04523333286245664,0.01469092754788743,0.018221754344841957,0.002608985870196994,0.041612280892175536,0.003014766665860583
pf,0.03,20,3.279661258061727,0.43409204159521203,0.07117380723357201,0.0053840086804026865,0.020046666264533997,0.002623934268033687,0.04853333408633868,0.00522717243342028,0.018312999940826555,0.0025511187698507545,0.04123333351065715,0.0030050138898693106
pf,0.03,21,3.4980808364020457,0.422298902232698,0.0750822643438975,0.0056269519770962735,0.024596666917204857,0.004355918756257451,0.05169999971985817,0.003815756767240971,0.018593174561540343,0.0023612831522478402,0.04127460333799559,0.002929935198593142
pf,0.03,22,3.691528293821547,0.3736067882982744,0.07900867462158204,0.005451244262849722,0.02167666641374429,0.005619718939363908,0.0500666672984759,0.0028041635900972433,0.0186943938950373,0.0020232595240500828,0.04129696970410419,0.00272046259214677
pf,0.03,23,3.882358948389689,0.31087411973324397,0.08274064312378565,0.005204688660558557,0.021606666035950184,0.0066545497249196756,0.05253333350022634,0.005971877599589778,0.01877130429763212,0.0016239272338242,0.041368116071258766,0.0024913625553647165
pf,0.03,24,4.02860082520379,0.34636134456640844,0.0860662318766117,0.005725785235707184,0.01665666668365399,0.004609125237266399,0.044166666766007744,0.01002014800846373,0.01865513884776091,0.001712819748641599,0.04128055569405357,0.00246565419907104
pf,0.03,25,4.1584314240349665,0.4389058997690524,0.0891429112603267,0.0064155864574692726,0.01451999950222671,0.011434320681063167,0.04189999960362911,0.012406852587111406,0.018476666619535533,0.0020238878001537183,0.04088133350014687,0.002756526313998768
pf,0.03,26,4.301833205752902,0.4799843937582912,0.09248706152041752,0.006833043790317934,0.016223333155115444,0.0053165430919911915,0.043800000101327896,0.0059632202843991795,0.018359871758058522,0.0020819167924236567,0.040746154024814955,0.002751161605838917
pf,0.03,27,4.5100692643059626,0.456998924200264,0.09614843477805456,0.006755965449023279,0.023409999907016754,0.002837182151078525,0.0497666671872139,0.0011015134783374824,0.018545925879511798,0.0019147624674011494,0.04075061746033621,0.002499520740822623
pf,0.03,28,4.7625998391045465,0.38643479250942814,0.09999755496780077,0.0066222543624685215,0.028399998943010967,0.007199145390459407,0.05529999981323878,0.003934462111995785,0.01889785706035105,0.0015892824635297801,0.04083928590019544,0.002363646338036759
pf,0.03,29,5.004561318291557,0.36127726193120874,0.1038984046628078,0.0067115892793203746,0.02746666657427947,0.004294023278329419,0.05363333349426588,0.00593660803180142,0.019192413724664514,0.001412283940668555,0.04082643694576176,0.0024248450015154116
pf,0.03,30,5.229350725809733,0.3473550655085672,0.10796980919937293,0.006538355975455058,0.025866666808724403,0.002878303647459907,0.05556666726867358,0.002757414089455039,0.019325777710441295,0.0013415046746702488,0.04101666679812802,0.0021516298898063774
