variant,kappa,train_seed,episode,global_step,episode_reward_mean,on_ratio_mean,handover_ratio_mean,C_E_max,C_H_max,mu_E_mean_post_update,mu_H_mean_post_update,critic_loss_mean,actor_ue_loss_mean,actor_bs_loss_mean
jensen,0.015,0,1,10000,-242.83619846715038,0.8562333333333333,0.067035,0.026340000331401825,0.061500001698732376,0.2339079628388087,0.004759252583608031,0.23834968319595967,-0.003611475996683422,-0.19496717342599942
jensen,0.015,0,2,20000,-235.78019386005207,0.9857,0.04907,0.03874000161886215,0.044199999421834946,0.5860022902488708,0.007878532563336194,0.32949886126667316,-0.0030931994177495377,-0.1388345287694254
jensen,0.015,0,3,30000,-235.44986111547885,0.9955666666666666,0.047135,0.039639998227357864,0.04149999842047691,0.9471035997072855,0.010821171989664435,0.4950124893997482,-0.003062763907047743,-0.13070956208519166
jensen,0.015,0,4,40000,-233.71942345228047,0.9956999999999999,0.023965,0.039659999310970306,0.015699999406933784,1.3083266417185466,0.011648689536377788,0.6439716355430795,-0.0028965481788309033,-0.12508817558041244
jensen,0.015,0,5,50000,-233.53217521588675,0.9988666666666667,0.02291,0.039900001138448715,0.012199999764561653,1.6724403699239094,0.012379899248480796,0.7944003390817912,-0.0028814125646943155,-0.11975819889096473
jensen,0.015,0,6,60000,-233.4005926974196,0.9989333333333335,0.021634999999999998,0.039969999343156815,0.010400000028312206,2.0366150538126626,0.012994717713445425,0.9425105361317146,-0.0025667130015053653,-0.1160153884586548
jensen,0.015,0,7,70000,-233.59883363191918,0.9988,0.02049,0.039889998733997345,0.011699999682605267,2.400667985280355,0.013505012542009354,1.07698985927727,-0.002751658221373712,-0.11549488853963823
jensen,0.015,0,8,80000,-233.45662748271772,0.9991333333333333,0.018370000000000004,0.0399399995803833,0.008200000040233135,2.7650252183278403,0.013821778772398829,1.210547587139364,-0.002099183421136953,-0.10399330461020523
jensen,0.015,0,9,90000,-233.72138509897124,0.9989,0.019299999999999998,0.03996000066399574,0.010400000028312206,3.129169305165609,0.014223442040383815,1.318406613717349,-0.0026884899369317185,-0.10214957177397335
jensen,0.015,0,10,100000,-233.69702623215085,0.999,0.018005,0.039980001747608185,0.008100000210106373,3.4934049447377524,0.014506888529285788,1.464792136815081,-0.0025384176127565433,-0.10756273192789735
jensen,0.015,0,11,110000,-233.62708920902716,0.9992000000000001,0.014635,0.03994999825954437,0.003100000089034438,3.857822895050049,0.01448269742541015,1.5799848946476864,-0.0018876418151562633,-0.09638196188231482
jensen,0.015,0,12,120000,-233.64396201902167,0.9985666666666667,0.013725000000000001,0.039969999343156815,0.0017999999690800905,4.221662839253743,0.014375434815883636,1.6854615842617224,-0.0020079254647613724,-0.08958636974411886
jensen,0.015,0,13,130000,-233.92338543058503,0.9989,0.015654999999999995,0.03990999981760979,0.005200000014156103,4.585807164510091,0.014444356691092253,1.7947720331019785,-0.001735959638387578,-0.09265206217223519
jensen,0.015,0,14,140000,-234.11093174139074,0.9993333333333333,0.017015000000000002,0.0399399995803833,0.012299999594688416,4.950346787770589,0.014637428987771272,1.899892693677234,-0.0016425650367878754,-0.08392200354082198
jensen,0.015,0,15,150000,-234.07160432659498,0.9992333333333333,0.015089999999999998,0.0399399995803833,0.0044999998062849045,5.31479533513387,0.014654773473739623,2.0117562755323393,-0.002095707935941276,-0.08756343728002114
jensen,0.015,0,16,160000,-233.86009810975594,0.9987333333333334,0.012915,0.03990999981760979,0.0007999999797903001,5.678787549336751,0.014473568508401513,2.115120192473874,-0.0014070642150531792,-0.08842692839252893
jensen,0.015,0,17,170000,-234.24782294244588,0.9993333333333333,0.01469,0.039980001747608185,0.003100000089034438,6.043327331542969,0.014454398257657885,2.1922717157122587,-0.0020900731042021578,-0.09148537856121429
jensen,0.015,0,18,180000,-234.74021043480056,0.9991333333333333,0.019219999999999998,0.0399399995803833,0.01119999960064888,6.407684485117595,0.01484875869937241,2.2987623350190685,-0.0016955707905979096,-0.08268345344761575
jensen,0.015,0,19,190000,-234.63553199826544,0.9989666666666667,0.016345,0.03996000066399574,0.00570000009611249,6.771889527638753,0.014980668388307094,2.385055611826771,-0.002011886786793276,-0.0842725858342822
jensen,0.015,0,20,200000,-234.20558760651159,0.9993666666666666,0.012265000000000002,0.039980001747608185,0.0003000000142492354,7.136459827423096,0.014740126952528954,2.487149280661855,-0.0012897666451621426,-0.08713223665136302
