variant,kappa,episode,mu_E_mean_mean,mu_E_mean_std,mu_H_mean_mean,mu_H_mean_std,C_E_max_raw_mean,C_E_max_raw_std,C_H_max_raw_mean,C_H_max_raw_std,C_E_running_signed_mean,C_E_running_signed_std,C_H_running_signed_mean,C_H_running_signed_std
jensen,0.03,12,0.042596687459283404,0.0004937121610871661,0.0,0.0,0.0399399995803833,2.6457538595880868e-05,-0.016233333386480808,0.0014189197075728712,0.039072777868972876,0.00034041650746438417,0.0,0.0
jensen,0.03,13,0.04624320111340947,0.0004944092309244368,0.0,0.0,0.03996333355704943,1.52768928804039e-05,-0.015999999828636646,0.0011135534063596204,0.03914025645607557,0.00031492384289533084,0.0,0.0
jensen,0.03,14,0.04988951194617484,0.0004959759502844923,0.0,0.0,0.03996333355704943,1.52768928804039e-05,-0.015866666411360104,0.002247962088092145,0.03919690474867821,0.0002934959086681819,0.0,0.0
jensen,0.03,15,0.05353399655885167,0.0004930601194735727,0.0,0.0,0.03997333471973737,1.1547631007727611e-05,-0.016733332847555477,0.0024006939900797527,0.039243555565675096,0.0002654806881345817,0.0,0.0
jensen,0.03,16,0.057178381002611585,0.000493925112275604,0.0,0.0,0.03997333471973737,1.1547631007727611e-05,-0.01786666673918565,0.0004509251042713233,0.03928208335613211,0.0002510229495865575,0.0,0.0
jensen,0.03,17,0.06082296619812647,0.0004922504507622302,0.0,0.0,0.039953332394361496,1.5275267030426734e-05,-0.01623333307603995,0.0005033224275285266,0.03932000002732464,0.00023696369538427016,0.0,0.0
jensen,0.03,18,0.06446876956356896,0.0004937743907330934,0.0,0.0,0.03997000058492025,2.645824259396174e-05,-0.015700000027815502,0.003260368194747956,0.03935592593970122,0.00022494447691958903,0.0,0.0
jensen,0.03,19,0.06811315317948659,0.0004957333987556261,0.0,0.0,0.039976666371027626,2.516673821790539e-05,-0.015700000027815502,0.004320879722423305,0.03938701748847961,0.00021549471857015053,0.0,0.0
jensen,0.03,20,0.07175956749253802,0.000495124938178594,0.0,0.0,0.03998000050584475,1.7320371112913102e-05,-0.01783333346247673,0.0016010413808230067,0.03941499994446834,0.00020657249785386984,0.0,0.0
jensen,0.03,21,0.07540516720877753,0.0004941800866107598,0.0,0.0,0.03996666520833969,2.8868002120640715e-05,-0.01426666664580504,0.0009609025628890707,0.03943857136699888,0.00019837244480837716,0.0,0.0
jensen,0.03,22,0.07904965182145436,0.0004921309180167062,0.0,0.0,0.03996333355704943,3.055012757402366e-05,-0.012499999875823656,0.002463737009656295,0.03945833326063373,0.00018851861143482737,0.0,0.0
jensen,0.03,23,0.08269576148854361,0.0004907565201158448,0.0,0.0,0.039966667691866554,1.1547631007727611e-05,-0.014366666475931803,0.005450076506936939,0.03947927527453588,0.0001791863923309124,0.0,0.0
jensen,0.03,24,0.08633973863389756,0.0004925440379807448,0.0,0.0,0.03994666660825411,2.3095262015455222e-05,-0.016200000420212746,0.000519614359583428,0.0394979165866971,0.00017189093005988044,0.0,0.0
jensen,0.03,25,0.0899846288892958,0.0004924624249133466,0.0,0.0,0.039966666450103126,1.52768928804039e-05,-0.0142666669562459,0.0018037000728570512,0.039516533265511196,0.0001655701593017526,0.0,0.0
jensen,0.03,26,0.09363033125797908,0.0004934384150397351,0.0,0.0,0.03996333355704943,3.786078423979468e-05,-0.013799999840557575,0.0009539394358830872,0.03953269224327344,0.00016063807120910827,0.0,0.0
jensen,0.03,27,0.09727664126290214,0.000492372745026162,0.0,0.0,0.03997000058492025,1.0000541864041991e-05,-0.012066666968166828,0.003689625027221015,0.039548394994603255,0.00015512874660073358,0.0,0.0
jensen,0.03,28,0.10092356138759188,0.0004912914670174493,0.0,0.0,0.039983333398898445,1.5274860616604108e-05,-0.013800000150998434,0.0009539389965519827,0.039562976120838096,0.00014997673682266526,0.0,0.0
jensen,0.03,29,0.10456835064623092,0.0004925474851565371,0.0,0.0,0.039966666450103126,2.081748961796099e-05,-0.011699999993046125,0.003011644241311855,0.03957563210492846,0.00014391518623215092,0.0,0.0
jensen,0.03,30,0.1082132425573137,0.0004921812956605463,0.0,0.0,0.03994999950130781,1.999922099620597e-05,-0.009000000078231096,0.002879235978738212,0.03958799992170599,0.00013863185745603498,0.0,0.0
