variant,kappa,train_seed,episode,mu_E_mean,mu_H_mean,C_E_max_raw,C_H_max_raw,C_E_running_signed,C_H_running_signed,dual_history_path
jensen,0.03,0,1,0.0023780287398646274,0.004431075509637594,0.028529999777674675,0.06719999760389328,0.028529999777674675,0.06719999760389328,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,2,0.005899276118725538,0.00796160390600562,0.039009999483823776,0.05869999900460243,0.033769999630749226,0.052399998530745506,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,3,0.009510289256771406,0.00886123813688755,0.039719998836517334,0.01979999989271164,0.03575333269933859,0.03869999914119641,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,4,0.013148688711225986,0.00817338980268687,0.039900001138448715,-0.003000000026077032,0.036789999809116125,0.028174999344628304,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,5,0.016788000861803692,0.007528903009369969,0.03993000090122223,-0.0027000000700354576,0.03741800002753735,0.021119999466463923,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,6,0.020432789499560993,0.006455366779118776,0.039969999343156815,-0.006099999882280827,0.03783166687935591,0.016233332882014413,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,7,0.024076666682958603,0.005326601874548942,0.03994999825954437,-0.008100000210106373,0.03812857158482075,0.012357142454545413,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,8,0.02771689121921857,0.003813974733930081,0.03993000090122223,-0.013100000098347664,0.03835000027902424,0.009174999635433778,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,9,0.031361072013775505,0.00221645060373703,0.03996000066399574,-0.014000000432133675,0.03852888921068774,0.006122221833922797,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,10,0.03500342617432276,0.0008179323427611962,0.0399399995803833,-0.01360000018030405,0.038660000450909136,0.0037499996600672604,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,11,0.03864943360288938,8.03326446657593e-05,0.039969999343156815,-0.01769999973475933,0.03877909125929529,0.0014636359727856789,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,12,0.04229209323724111,0.0,0.03991999849677086,-0.017500000074505806,0.03887250041589141,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,13,0.045936272790034614,0.0,0.03994999825954437,-0.014999999664723873,0.03895307719134367,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,14,0.04958197598656019,0.0,0.03996000066399574,-0.01640000008046627,0.03902071461613689,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,15,0.05322859063744545,0.0,0.03996000066399574,-0.014299999922513962,0.03908333368599415,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,16,0.05687277143200239,0.0,0.03996000066399574,-0.018300000578165054,0.039131875266321,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,17,0.060518473386764526,0.0,0.039969999343156815,-0.016699999570846558,0.03917705914115205,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,18,0.06416265418132146,0.0,0.0399399995803833,-0.01600000075995922,0.03921944472110934,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,19,0.06780531257390976,0.0,0.03994999825954437,-0.016599999740719795,0.03925789490734276,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,20,0.07145192970832188,0.0,0.03996000066399574,-0.01940000057220459,0.039292500074952844,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,21,0.0750976304213206,0.0,0.03994999825954437,-0.015300000086426735,0.03932190482460317,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,22,0.078742116689682,0.0,0.03999000042676926,-0.014800000004470348,0.039343636398288334,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,23,0.08238842835028966,0.0,0.03996000066399574,-0.01979999989271164,0.03937043484462344,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,24,0.08603078375260036,0.0,0.03991999849677086,-0.01590000092983246,0.03939208334001402,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,25,0.08967557052771251,0.0,0.039969999343156815,-0.01600000075995922,0.03941519998013973,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,26,0.09332218766212463,0.0,0.03999000042676926,-0.014700000174343586,0.03943461530770247,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,27,0.09696940829356511,0.0,0.03996000066399574,-0.015200000256299973,0.039453333243727684,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,28,0.10061754782994588,0.0,0.03999999910593033,-0.014800000004470348,0.039471785604421585,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,29,0.10426294306914012,0.0,0.03996000066399574,-0.012400000356137753,0.0394879309139375,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,0,30,0.10790834327538808,0.0,0.039969999343156815,-0.010999999940395355,0.03950366657227278,0.0,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_0/dual_history.npz
jensen,0.03,1,1,0.00316583636837701,0.0036341391736641527,0.035429999232292175,0.04619999974966049,0.035429999232292175,0.04619999974966049,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
jensen,0.03,1,2,0.006764677974085013,0.005450295889750123,0.039570000022649765,0.027899999171495438,0.037334999069571495,0.033850000239908695,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
jensen,0.03,1,3,0.010395469764868418,0.006473167822696269,0.03982999920845032,0.018799999728798866,0.038166665782531105,0.028833333402872086,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
jensen,0.03,1,4,0.01402900026490291,0.006583168753422797,0.03985000029206276,0.010300000198185444,0.03858499974012375,0.023075000033713877,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
jensen,0.03,1,5,0.0176710511247317,0.00620980451349169,0.03993000090122223,0.0019000000320374966,0.03885399997234344,0.017260000262467656,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
jensen,0.03,1,6,0.021310362964868546,0.005454403860494494,0.03993000090122223,-0.003800000064074993,0.03902499998609225,0.013566666875703959,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
jensen,0.03,1,7,0.02494785003364086,0.004507756687235087,0.0398700013756752,-0.005400000140070915,0.039145714470318387,0.010185714521087772,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
jensen,0.03,1,8,0.028593855599562328,0.0030307314649689943,0.03999000042676926,-0.012400000356137753,0.03924125013872981,0.006837500238361827,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
jensen,0.03,1,9,0.03223438560962677,0.0014825023914454504,0.0399399995803833,-0.009399999864399433,0.039318888965580195,0.004477778017139321,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
jensen,0.03,1,10,0.035877653708060585,0.00030763750364712903,0.0399399995803833,-0.014399999752640724,0.03937599994242191,0.0022799999918788672,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
jensen,0.03,1,11,0.03952274595697721,1.323662872891873e-05,0.03999000042676926,-0.01720000058412552,0.039427272636782036,0.00020000015303429046,/home/wjddustj/LyMARL_extended/results/jensen_convergence/kappa_0.030/train_seed_1/dual_history.npz
